Jugador,Temporada,Fecha,Competición,Equipo,Oponente,Resultado,Goles,Asistencias,partido,Día de la semana,Ronda o Fase,Sede,Titular,Posición,Minutos,Penales marcados,Penales intentados,Tiros totales,Tiros a puerta,Tarjetas amarillas,Tarjetas rojas,Faltas cometidas,Faltas recibidas,Fuera de juego,Centros,Entradas ganadas,Intercepciones,Goles en propia,Penales ganados,Penales concedidos,Año,Mes,Eficiencia_Defensiva,Oponente_Original,Oponente_Estandarizado,Es_Colombiano,Es_Internacional,Oponente_Alianza FC,Oponente_América de Cali,Oponente_Atlético Huila,Oponente_Atlético Junior,Oponente_Atlético Nacional,Oponente_Boyacá Chicó,Oponente_Bucaramanga,Oponente_Cortuluá,Oponente_Deportes Tolima,Oponente_Deportivo Cali,Oponente_Deportivo Pasto,Oponente_Deportivo Pereira,Oponente_Envigado,Oponente_Fortaleza CEIF,Oponente_Independiente Medellín,Oponente_Independiente Santa Fe,Oponente_Jaguares,Oponente_La Equidad,Oponente_Llaneros,Oponente_Millonarios,Oponente_Once Caldas,Oponente_Unión Magdalena,Oponente_Águilas Doradas,Sede_Original,Sede_Local,Sede_Visitante,Sede_Neutral,Minutos_por_Partido,Indice_Defensa,Indice_Disciplina,Indice_Ofensivo_Defensa,Indice_Participacion,Score_Global_Defensa
Didider_Moreno,2024,2024-10-12,Primera A,JUNIOR,LA EQUIDAD,L 0–1,0,0,38,Sat,Finalización — First stage,AWAY,Y*,DM,90,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2024,10,2,LA EQUIDAD,La Equidad,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Away,0,1,,2.3684210526315788,0.07894736842105263,10.0,0.0,0.2631578947368421,2.078947368421052
Didider_Moreno,2024,2024-10-20,Primera A,JUNIOR,PEREIRA,W 3–1,0,0,39,Sun,Finalización — First stage,HOME,Y,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,10,0,PEREIRA,Deportivo Pereira,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,2.3076923076923075,0.0,10.0,0.0,0.2564102564102564,2.0384615384615383
Didider_Moreno,2024,2024-10-27,Primera A,JUNIOR,CD AMÉRICA,W 3–1,0,0,40,Sun,Finalización — First stage,HOME,Y,DM,90,0,0,0,0,0,0,3,2,0,0,3,3,0,0,0,2024,10,6,CD AMÉRICA,América de Cali,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,2.25,0.20249999999999999,10.0,0.0,0.25,2.13875
Didider_Moreno,2024,2024-11-02,Primera A,JUNIOR,ENVIGADO,D 0–0,0,0,41,Sat,Finalización — First stage,AWAY,Y,DM,90,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,2024,11,5,ENVIGADO,Envigado,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Away,0,1,,2.1951219512195124,0.16097560975609757,10.0,0.0,0.24390243902439024,2.1170731707317074
Didider_Moreno,2024,2024-11-07,Primera A,JUNIOR,MILLONARIOS,D 0–0,0,0,42,Thu,Finalización — First stage,HOME,Y,DM,90,0,0,1,1,0,0,2,1,0,1,2,0,0,0,0,2024,11,2,MILLONARIOS,Millonarios,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Home,1,0,,2.142857142857143,0.07142857142857142,10.0,0.011904761904761904,0.23809523809523808,2.0732142857142857
Didider_Moreno,2024,2024-11-11,Primera A,JUNIOR,ONCE CALDAS,D 0–0,0,0,43,Mon,Finalización — First stage,AWAY,Y*,DM,90,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024,11,2,ONCE CALDAS,Once Caldas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Away,0,1,,2.0930232558139537,0.06279069767441861,10.0,0.0,0.23255813953488372,2.066279069767442
Didider_Moreno,2024,2024-11-14,Primera A,JUNIOR,AD CALI,W 3–0,1,0,44,Thu,Finalización — First stage,HOME,Y,DM,90,0,0,3,1,0,0,2,2,0,0,1,1,0,0,0,2024,11,2,AD CALI,Deportivo Cali,True,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,2.0454545454545454,0.06136363636363637,10.0,0.06818181818181818,0.2272727272727273,2.075
Didider_Moreno,2024,2024-11-21,Primera A,JUNIOR,CD AMÉRICA,W 1–0,0,0,45,Thu,Finalización — Cuadrangulares,HOME,Y,CM,80,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,2024,11,1,CD AMÉRICA,América de Cali,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,1.7777777777777777,0.026666666666666665,10.0,0.0,0.19753086419753085,2.042962962962963
Didider_Moreno,2024,2024-11-24,Primera A,JUNIOR,TOLIMA,L 0–1,0,0,46,Sun,Finalización — Cuadrangulares,AWAY,Y,CM,63,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,2024,11,3,TOLIMA,Deportes Tolima,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,1.3695652173913044,0.07391304347826087,9.978260869565217,0.0,0.15217391304347827,2.0554347826086956
Didider_Moreno,2024,2024-11-27,Primera A,JUNIOR,ONCE CALDAS,D 2–2,1,0,47,Wed,Finalización — Cuadrangulares,AWAY,N,Defensa,23,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2024,11,1,ONCE CALDAS,Once Caldas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Away,0,1,,0.48936170212765956,0.031914893617021274,10.0,0.06382978723404255,0.054373522458628844,2.0336879432624118
Didider_Moreno,2024,2024-12-01,Primera A,JUNIOR,ONCE CALDAS,L 1–2,0,0,48,Sun,Finalización — Cuadrangulares,HOME,Y,DM,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2024,12,0,ONCE CALDAS,Once Caldas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Home,1,0,,1.875,0.0,10.0,0.0,0.20833333333333331,2.03125
Didider_Moreno,2024,2024-12-04,Primera A,JUNIOR,TOLIMA,W 3–2,1,0,49,Wed,Finalización — Cuadrangulares,HOME,Y,DM,90,0,0,1,1,0,0,1,4,0,0,1,2,0,0,0,2024,12,3,TOLIMA,Deportes Tolima,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,1.836734693877551,0.07959183673469387,10.0,0.061224489795918366,0.2040816326530612,2.0795918367346937
Didider_Moreno,2024,2024-12-08,Primera A,JUNIOR,CD AMÉRICA,L 0–1,0,0,50,Sun,Finalización — Cuadrangulares,AWAY,Y,DM,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,12,0,CD AMÉRICA,América de Cali,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,1.54,0.0,9.98,0.0,0.1711111111111111,2.021666666666667
Didider_Moreno,2025,2025-01-26,Primera A,JUNIOR,AD CALI,D 0–0,0,0,1,Sun,Apertura — First stage,HOME,Y,DM,90,0,0,3,0,1,0,3,0,0,0,2,1,0,0,0,2025,1,3,AD CALI,Deportivo Cali,True,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,90.0,4.2,9.0,0.0,10.0,5.4
Didider_Moreno,2025,2025-02-01,Primera A,JUNIOR,RIONEGRO,D 2–2,0,0,2,Sat,Apertura — First stage,HOME,Y,CM,90,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2025,2,3,RIONEGRO,Águilas Doradas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Home,1,0,,45.0,1.95,10.0,0.0,5.0,3.725
Didider_Moreno,2025,2025-02-08,Primera A,JUNIOR,UNIÓN MAGDALENA,D 0–0,0,0,3,Sat,Apertura — First stage,AWAY,Y,CM,90,0,0,1,1,0,0,0,3,1,0,2,0,0,0,0,2025,2,2,UNIÓN MAGDALENA,Unión Magdalena,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Away,0,1,,30.0,1.0,10.0,0.0,3.333333333333333,3.0
Didider_Moreno,2025,2025-02-13,Primera A,JUNIOR,ONCE CALDAS,W 2–0,0,1,4,Thu,Apertura — First stage,HOME,Y,RM,60,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2025,2,2,ONCE CALDAS,Once Caldas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Home,1,0,,15.0,0.675,9.75,0.625,1.6666666666666665,2.63125
Didider_Moreno,2025,2025-02-18,Primera A,JUNIOR,BOYACÁ CHICÓ,W 2–0,0,0,5,Tue,Apertura — First stage,AWAY,Y,DM,61,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2025,2,2,BOYACÁ CHICÓ,Boyacá Chicó,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,12.2,0.54,9.4,0.0,1.3555555555555556,2.3533333333333335
Didider_Moreno,2025,2025-03-01,Primera A,JUNIOR,CA BUCARAMANGA,D 1–1,0,0,6,Sat,Apertura — First stage,AWAY,Y*,DM,90,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2025,3,2,CA BUCARAMANGA,Bucaramanga,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,15.0,0.45,9.833333333333334,0.08333333333333333,1.6666666666666665,2.454166666666667
Didider_Moreno,2025,2025-03-06,Copa Sudamericana,CO JUNIOR,CD AMÉRICA,D 2 (3)–2 (4),0,0,7,Thu,First stage,HOME,Y,DM,120,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2025,3,2,CO CD AMÉRICA,CO CD AMÉRICA,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Home,1,0,,17.142857142857142,0.42857142857142855,10.0,0.0,1.9047619047619047,2.5
Didider_Moreno,2025,2025-03-09,Primera A,JUNIOR,MILLONARIOS,W 2–1,0,0,8,Sun,Apertura — First stage,HOME,Y,DM,90,0,0,2,0,1,0,3,0,0,0,2,0,0,0,0,2025,3,2,MILLONARIOS,Millonarios,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Home,1,0,,11.25,0.375,9.875,0.0,1.25,2.35
Didider_Moreno,2025,2025-03-16,Primera A,JUNIOR,LLANEROS,W 1–0,0,0,9,Sun,Apertura — First stage,AWAY,Y,DM,90,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2025,3,2,LLANEROS,Llaneros,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Away,0,1,,10.0,0.30000000000000004,9.88888888888889,0.0,1.1111111111111112,2.2944444444444443
Didider_Moreno,2025,2025-03-26,Primera A,JUNIOR,UNIÓN MAGDALENA,W 2–1,0,0,10,Wed,Apertura — First stage,HOME,Y,DM,74,0,0,0,0,1,0,2,5,1,0,0,3,0,0,0,2025,3,3,UNIÓN MAGDALENA,Unión Magdalena,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Home,1,0,,7.4,0.36,9.9,0.0,0.8222222222222222,2.2833333333333337
Didider_Moreno,2025,2025-03-31,Primera A,JUNIOR,LA EQUIDAD,W 1–0,0,0,11,Mon,Apertura — First stage,AWAY,Y,DM,90,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,2025,3,4,LA EQUIDAD,La Equidad,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Away,0,1,,8.181818181818182,0.49090909090909096,10.0,0.0,0.9090909090909092,2.381818181818182
Didider_Moreno,2025,2025-04-06,Primera A,JUNIOR,INDEPENDIENTE,W 1–0,0,0,12,Sun,Apertura — First stage,HOME,Y,DM,90,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2025,4,1,INDEPENDIENTE,Independiente Medellín,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Home,1,0,,7.5,0.125,10.0,0.0,0.8333333333333333,2.1875
Pedro_Franco,2023,2023-01-26,Primera A,ALIANZA,BOYACÁ CHICÓ,L 0–2,0,0,1,Thu,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,1,1,BOYACÁ CHICÓ,Boyacá Chicó,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,90.0,1.5,10.0,0.0,10.0,4.25
Pedro_Franco,2023,2023-02-10,Primera A,ALIANZA,ATLÉTICO HUILA,W 2–0,1,0,2,Fri,Apertura — First stage,HOME,Y,CB,90,0,0,1,1,1,0,1,0,0,0,2,3,0,0,0,2023,2,5,ATLÉTICO HUILA,Atlético Huila,True,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,45.0,3.3,9.5,1.5,5.0,4.525
Pedro_Franco,2023,2023-02-18,Primera A,ALIANZA,ENVIGADO,D 0–0,0,0,3,Sat,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2023,2,3,ENVIGADO,Envigado,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Away,0,1,,30.0,1.2,10.0,0.0,3.333333333333333,3.1
Pedro_Franco,2023,2023-02-26,Primera A,ALIANZA,INDEPENDIENTE,L 0–1,0,0,4,Sun,Apertura — First stage,HOME,Y,CB,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2023,2,1,INDEPENDIENTE,Independiente Medellín,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Home,1,0,,22.5,0.3,10.0,0.0,2.5,2.525
Pedro_Franco,2023,2023-03-04,Primera A,ALIANZA,LA EQUIDAD,D 1–1,0,0,5,Sat,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2023,3,5,LA EQUIDAD,La Equidad,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Away,0,1,,18.0,1.26,10.0,0.0,2.0,2.9299999999999997
Pedro_Franco,2023,2023-03-09,Primera A,ALIANZA,PASTO,W 3–1,0,0,6,Thu,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2023,3,1,PASTO,Deportivo Pasto,True,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,15.0,0.25,10.0,0.0,1.6666666666666665,2.375
Pedro_Franco,2023,2023-03-12,Primera A,ALIANZA,UNIÓN MAGDALENA,W 2–1,0,0,7,Sun,Apertura — First stage,HOME,Y,CB,90,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2023,3,1,UNIÓN MAGDALENA,Unión Magdalena,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Home,1,0,,12.857142857142858,0.17142857142857143,10.0,0.0,1.4285714285714284,2.3000000000000003
Pedro_Franco,2023,2023-03-19,Primera A,ALIANZA,CD AMÉRICA,L 0–1,0,0,8,Sun,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,2023,3,6,CD AMÉRICA,América de Cali,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,11.25,0.9375,10.0,0.0,1.25,2.65625
Pedro_Franco,2023,2023-03-25,Primera A,ALIANZA,CA BUCARAMANGA,W 2–0,0,0,9,Sat,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,2023,3,2,CA BUCARAMANGA,Bucaramanga,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,10.0,0.26666666666666666,10.0,0.05555555555555555,1.1111111111111112,2.308333333333333
Pedro_Franco,2023,2023-04-03,Primera A,ALIANZA,JUNIOR,L 0–1,0,0,10,Mon,Apertura — First stage,AWAY,Y,CB,90,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2023,4,4,JUNIOR,Atlético Junior,True,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,9.0,0.51,10.0,0.0,1.0,2.405
Pedro_Franco,2023,2023-04-09,Primera A,ALIANZA,SANTA FE,W 3–1,0,0,11,Sun,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2023,4,4,SANTA FE,Independiente Santa Fe,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Home,1,0,,8.181818181818182,0.4636363636363636,10.0,0.0,0.9090909090909092,2.368181818181818
Pedro_Franco,2023,2023-04-14,Primera A,ALIANZA,JAGUARES,W 3–0,0,0,12,Fri,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2023,4,3,JAGUARES,Jaguares,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Home,1,0,,7.5,0.325,10.0,0.0,0.8333333333333333,2.2875
Pedro_Franco,2023,2023-04-18,Primera A,ALIANZA,ONCE CALDAS,W 3–0,0,0,13,Tue,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2023,4,2,ONCE CALDAS,Once Caldas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Away,0,1,,6.923076923076923,0.1846153846153846,10.0,0.0,0.7692307692307693,2.207692307692308
Pedro_Franco,2023,2023-04-22,Primera A,ALIANZA,AD CALI,L 0–3,0,0,14,Sat,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2023,4,1,AD CALI,Deportivo Cali,True,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,6.428571428571429,0.08571428571428572,10.0,0.03571428571428571,0.7142857142857142,2.155357142857143
Pedro_Franco,2023,2023-04-25,Primera A,ALIANZA,CA BUCARAMANGA,D 1–1,0,0,15,Tue,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,4,1,CA BUCARAMANGA,Bucaramanga,True,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,6.0,0.08,10.0,0.0,0.6666666666666666,2.14
Pedro_Franco,2023,2023-04-29,Primera A,ALIANZA,RIONEGRO,W 2–1,0,0,16,Sat,Apertura — First stage,HOME,Y,CB,90,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2023,4,3,RIONEGRO,Águilas Doradas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Home,1,0,,5.625,0.24375,10.0,0.0,0.625,2.215625
Pedro_Franco,2023,2023-05-06,Primera A,ALIANZA,TOLIMA,L 1–2,0,0,17,Sat,Apertura — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2023,5,7,TOLIMA,Deportes Tolima,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,5.294117647058823,0.5470588235294118,10.0,0.0,0.5882352941176471,2.361764705882353
Pedro_Franco,2023,2023-05-10,Primera A,ALIANZA,MILLONARIOS,L 1–3,0,0,18,Wed,Apertura — First stage,AWAY,Y,CB,90,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,2023,5,1,MILLONARIOS,Millonarios,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Away,0,1,,5.0,0.06666666666666667,9.944444444444445,0.0,0.5555555555555556,2.1055555555555556
Pedro_Franco,2023,2023-05-14,Primera A,ALIANZA,NACIONAL,W 2–1,0,0,19,Sun,Apertura — First stage,HOME,Y,CB,90,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,2023,5,2,NACIONAL,Atlético Nacional,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,4.7368421052631575,0.14210526315789473,9.947368421052632,0.0,0.5263157894736842,2.1394736842105266
Pedro_Franco,2023,2023-05-22,Primera A,ALIANZA,RIONEGRO,W 5–3,0,0,20,Mon,Apertura — Cuadrangulares,HOME,Y,CB,90,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2023,5,1,RIONEGRO,Águilas Doradas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Home,1,0,,4.5,0.06,10.0,0.0,0.5,2.105
Pedro_Franco,2023,2023-05-28,Primera A,ALIANZA,NACIONAL,D 1–1,0,0,21,Sun,Apertura — Cuadrangulares,AWAY,Y,CB,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2023,5,2,NACIONAL,Atlético Nacional,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,4.285714285714286,0.14285714285714285,10.0,0.0,0.47619047619047616,2.1428571428571432
Pedro_Franco,2023,2023-06-01,Primera A,ALIANZA,PASTO,D 0–0,0,0,22,Thu,Apertura — Cuadrangulares,AWAY,Y,CB,90,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,2023,6,3,PASTO,Deportivo Pasto,True,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,4.090909090909091,0.19090909090909092,10.0,0.022727272727272728,0.4545454545454546,2.167045454545455
Pedro_Franco,2023,2023-06-04,Primera A,ALIANZA,PASTO,W 1–0,0,0,23,Sun,Apertura — Cuadrangulares,HOME,Y,CB,90,0,0,2,0,0,0,1,0,0,1,2,3,0,0,0,2023,6,5,PASTO,Deportivo Pasto,True,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,3.9130434782608696,0.28695652173913044,10.0,0.021739130434782608,0.43478260869565216,2.21195652173913
Pedro_Franco,2023,2023-06-12,Primera A,ALIANZA,NACIONAL,D 0–0,0,0,24,Mon,Apertura — Cuadrangulares,HOME,Y,CB,90,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2023,6,7,NACIONAL,Atlético Nacional,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,3.75,0.375,10.0,0.0,0.41666666666666663,2.25
Pedro_Franco,2023,2023-06-17,Primera A,ALIANZA,RIONEGRO,D 1–1,0,0,25,Sat,Apertura — Cuadrangulares,AWAY,Y,CB,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2023,6,1,RIONEGRO,Águilas Doradas,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Away,0,1,,3.6,0.048,9.96,0.0,0.4,2.076
Pedro_Franco,2023,2023-07-21,Primera A,ALIANZA,PASTO,D 1–1,0,0,26,Fri,Finalización — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2023,7,2,PASTO,Deportivo Pasto,True,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,3.4615384615384617,0.10384615384615385,10.0,0.0,0.38461538461538464,2.1096153846153842
Pedro_Franco,2023,2023-07-29,Primera A,ALIANZA,MILLONARIOS,W 1–0,0,0,27,Sat,Finalización — First stage,HOME,Y,CB,90,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,2023,7,3,MILLONARIOS,Millonarios,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Home,1,0,,3.3333333333333335,0.14444444444444443,10.0,0.0,0.37037037037037035,2.1277777777777778
Pedro_Franco,2023,2023-08-04,Primera A,ALIANZA,ATLÉTICO HUILA,D 0–0,0,0,28,Fri,Finalización — First stage,AWAY,Y,CB,90,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2023,8,2,ATLÉTICO HUILA,Atlético Huila,True,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Away,0,1,,3.2142857142857144,0.09642857142857143,10.0,0.0,0.3571428571428571,2.101785714285714
Pedro_Franco,2023,2023-08-10,Primera A,ALIANZA,ENVIGADO,W 3–1,0,0,29,Thu,Finalización — First stage,HOME,Y,CB,90,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2023,8,2,ENVIGADO,Envigado,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Home,1,0,,3.103448275862069,0.09310344827586207,10.0,0.0,0.3448275862068966,2.0982758620689657
Pedro_Franco,2023,2023-08-20,Primera A,ALIANZA,INDEPENDIENTE,L 1–2,1,0,30,Sun,Finalización — First stage,AWAY,Y,CB,90,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2023,8,3,INDEPENDIENTE,Independiente Medellín,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Away,0,1,,3.0,0.11999999999999998,10.0,0.1,0.3333333333333333,2.125
Pedro_Franco,2023,2023-08-23,Primera A,ALIANZA,LA EQUIDAD,W 1–0,0,0,31,Wed,Finalización — First stage,HOME,Y,CB,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2023,8,2,LA EQUIDAD,La Equidad,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Home,1,0,,2.903225806451613,0.08709677419354839,10.0,0.0,0.3225806451612903,2.0919354838709676
Pedro_Franco,2023,2023-08-26,Primera A,ALIANZA,UNIÓN MAGDALENA,L 0–2,0,0,32,Sat,Finalización — First stage,AWAY,Y,CB,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2023,8,1,UNIÓN MAGDALENA,Unión Magdalena,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Away,0,1,,2.8125,0.046875,10.0,0.0,0.3125,2.0703125
Pedro_Franco,2023,2023-09-02,Primera A,ALIANZA,CD AMÉRICA,L 2–3,0,0,33,Sat,Finalización — First stage,HOME,Y,CB,90,0,0,1,0,0,0,0,2,0,0,2,2,0,0,0,2023,9,4,CD AMÉRICA,América de Cali,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Home,1,0,,2.727272727272727,0.16363636363636364,10.0,0.0,0.30303030303030304,2.1272727272727274
